,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,y
26198,53,housemaid,married,unknown,no,yes,no,cellular,nov,thu,65,2,0,nonexistent,no
26199,39,entrepreneur,married,professional.course,no,yes,no,cellular,nov,thu,69,2,0,nonexistent,no
26200,31,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,37,2,0,nonexistent,no
26201,37,management,married,unknown,no,yes,no,cellular,nov,thu,632,2,0,nonexistent,no
26202,30,admin.,divorced,high.school,no,yes,no,cellular,nov,thu,48,2,0,nonexistent,no
26203,31,services,married,basic.9y,no,yes,no,cellular,nov,thu,57,2,0,nonexistent,no
26204,48,services,single,unknown,no,yes,no,cellular,nov,thu,164,2,0,nonexistent,no
26205,44,admin.,single,professional.course,no,no,no,cellular,nov,thu,48,3,0,nonexistent,no
26206,34,technician,married,professional.course,no,yes,yes,cellular,nov,thu,42,7,0,nonexistent,no
26207,37,management,married,unknown,no,no,no,cellular,nov,thu,171,2,1,failure,no
26208,31,unemployed,married,high.school,no,yes,yes,cellular,nov,thu,91,2,0,nonexistent,no
26209,30,technician,single,university.degree,no,no,no,cellular,nov,thu,78,2,0,nonexistent,no
26210,37,admin.,married,high.school,no,unknown,unknown,cellular,nov,thu,518,2,0,nonexistent,no
26211,43,blue-collar,divorced,basic.9y,no,unknown,unknown,cellular,nov,thu,73,3,0,nonexistent,no
26212,31,admin.,married,university.degree,no,no,no,telephone,nov,thu,105,6,0,nonexistent,no
26213,30,blue-collar,married,basic.6y,no,no,no,cellular,nov,thu,340,2,0,nonexistent,no
26214,36,blue-collar,married,high.school,no,yes,no,cellular,nov,thu,379,2,0,nonexistent,no
26215,47,technician,married,professional.course,no,no,no,telephone,nov,thu,114,2,0,nonexistent,no
26216,37,services,divorced,basic.6y,no,no,no,cellular,nov,thu,667,2,0,nonexistent,no
26217,51,unemployed,divorced,university.degree,no,no,no,cellular,nov,thu,286,6,1,failure,no
26218,42,self-employed,married,high.school,unknown,yes,no,cellular,nov,thu,77,3,0,nonexistent,no
26219,29,admin.,unknown,professional.course,no,yes,no,cellular,nov,thu,125,1,1,failure,no
26220,52,management,married,university.degree,no,no,no,telephone,nov,thu,21,1,0,nonexistent,no
26221,52,management,married,university.degree,no,yes,no,cellular,nov,thu,104,1,0,nonexistent,no
26222,53,management,married,university.degree,no,yes,no,cellular,nov,thu,186,1,0,nonexistent,no
26223,53,management,married,university.degree,no,no,no,cellular,nov,thu,136,1,0,nonexistent,no
26224,37,unemployed,single,university.degree,no,yes,no,cellular,nov,thu,145,1,0,nonexistent,no
26225,29,technician,married,professional.course,no,no,no,cellular,nov,thu,179,1,1,failure,no
26226,46,management,married,university.degree,no,yes,no,cellular,nov,thu,466,1,0,nonexistent,no
26227,45,blue-collar,married,basic.6y,no,no,no,cellular,nov,thu,834,3,0,nonexistent,no
26228,52,self-employed,divorced,basic.9y,no,yes,no,cellular,nov,thu,26,5,1,failure,no
26229,32,entrepreneur,single,university.degree,no,no,no,cellular,nov,thu,459,1,0,nonexistent,no
26230,46,unemployed,married,basic.6y,no,yes,no,cellular,nov,thu,113,4,0,nonexistent,no
26231,39,entrepreneur,married,professional.course,no,yes,no,cellular,nov,thu,997,2,0,nonexistent,no
26232,44,technician,single,university.degree,no,no,no,cellular,nov,thu,284,1,0,nonexistent,no
26233,36,admin.,married,university.degree,no,no,no,telephone,nov,thu,281,2,0,nonexistent,no
26234,40,services,single,basic.6y,no,no,no,cellular,nov,thu,107,1,0,nonexistent,no
26235,55,admin.,married,basic.9y,no,no,no,cellular,nov,thu,209,3,0,nonexistent,no
26236,58,retired,married,high.school,no,yes,no,cellular,nov,thu,125,1,0,nonexistent,no
26237,38,management,divorced,high.school,no,yes,no,cellular,nov,thu,149,3,0,nonexistent,no
26238,40,services,single,basic.6y,no,no,no,cellular,nov,thu,308,1,0,nonexistent,no
26239,44,entrepreneur,married,university.degree,no,no,no,cellular,nov,thu,191,1,0,nonexistent,no
26240,40,services,single,basic.6y,no,no,no,cellular,nov,thu,373,1,0,nonexistent,no
26241,33,services,single,high.school,no,yes,no,cellular,nov,thu,100,1,0,nonexistent,no
26242,42,technician,married,high.school,no,no,yes,telephone,nov,thu,66,1,0,nonexistent,no
26243,56,entrepreneur,married,university.degree,unknown,no,no,cellular,nov,thu,392,2,1,success,no
26244,58,retired,married,high.school,no,no,no,cellular,nov,thu,477,1,0,nonexistent,yes
26245,33,admin.,single,university.degree,no,no,no,cellular,nov,thu,291,1,0,nonexistent,no
26246,32,blue-collar,single,basic.9y,no,yes,no,cellular,nov,thu,276,1,1,failure,yes
26247,47,technician,married,professional.course,no,no,no,cellular,nov,thu,93,3,0,nonexistent,no
26248,56,housemaid,married,basic.9y,no,no,no,cellular,nov,thu,86,1,0,nonexistent,no
26249,37,entrepreneur,married,high.school,unknown,no,no,cellular,nov,thu,68,1,1,failure,no
26250,58,management,married,unknown,no,no,no,cellular,nov,thu,142,2,1,failure,no
26251,31,services,married,high.school,no,no,yes,cellular,nov,thu,49,1,0,nonexistent,no
26252,30,entrepreneur,single,university.degree,no,no,no,cellular,nov,thu,251,1,0,nonexistent,no
26253,35,blue-collar,single,basic.6y,no,no,no,cellular,nov,thu,137,1,0,nonexistent,no
26254,32,admin.,single,high.school,no,yes,no,cellular,nov,thu,120,1,0,nonexistent,no
26255,44,admin.,single,professional.course,no,yes,no,telephone,nov,thu,25,8,0,nonexistent,no
26256,31,services,married,high.school,no,yes,no,cellular,nov,thu,220,1,0,nonexistent,no
26257,36,technician,single,basic.9y,no,no,no,cellular,nov,thu,174,1,0,nonexistent,no
26258,35,blue-collar,single,basic.6y,no,no,no,cellular,nov,thu,370,1,1,failure,no
26259,34,technician,married,high.school,no,yes,yes,cellular,nov,thu,116,1,0,nonexistent,no
26260,40,blue-collar,married,basic.4y,unknown,yes,yes,cellular,nov,thu,74,1,0,nonexistent,no
26261,55,entrepreneur,divorced,university.degree,no,yes,yes,cellular,nov,thu,68,1,0,nonexistent,no
26262,34,management,single,university.degree,no,yes,yes,cellular,nov,thu,125,2,0,nonexistent,no
26263,45,admin.,married,unknown,no,yes,yes,cellular,nov,thu,254,2,0,nonexistent,no
26264,46,admin.,married,university.degree,no,no,no,cellular,nov,thu,358,1,1,failure,no
26265,29,student,single,high.school,no,yes,no,cellular,nov,thu,670,1,0,nonexistent,yes
26266,32,admin.,married,professional.course,no,unknown,unknown,cellular,nov,thu,68,1,0,nonexistent,no
26267,36,admin.,single,university.degree,no,no,no,cellular,nov,thu,428,1,0,nonexistent,no
26268,32,blue-collar,married,unknown,no,no,no,cellular,nov,thu,366,4,0,nonexistent,no
26269,43,services,married,high.school,no,no,no,cellular,nov,thu,81,1,0,nonexistent,no
26270,53,technician,married,professional.course,no,yes,no,cellular,nov,thu,322,1,0,nonexistent,no
26271,31,management,single,university.degree,no,no,no,cellular,nov,thu,46,1,0,nonexistent,no
26272,31,management,single,university.degree,no,yes,no,cellular,nov,thu,140,1,0,nonexistent,no
26273,34,technician,married,high.school,no,no,no,cellular,nov,thu,732,1,0,nonexistent,yes
26274,29,housemaid,married,high.school,no,yes,no,cellular,nov,thu,408,1,0,nonexistent,no
26275,46,self-employed,divorced,basic.9y,unknown,unknown,unknown,cellular,nov,thu,125,1,1,failure,no
26276,31,admin.,single,university.degree,no,no,no,cellular,nov,thu,68,1,0,nonexistent,no
26277,47,blue-collar,married,basic.9y,unknown,yes,no,telephone,nov,thu,76,9,0,nonexistent,no
26278,42,management,married,university.degree,no,no,no,cellular,nov,thu,110,2,0,nonexistent,no
26279,31,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,415,1,0,nonexistent,no
26280,31,admin.,single,university.degree,no,no,no,cellular,nov,thu,166,1,0,nonexistent,no
26281,46,self-employed,divorced,basic.9y,unknown,no,no,cellular,nov,thu,486,1,0,nonexistent,no
26282,32,technician,married,university.degree,no,yes,no,cellular,nov,thu,245,1,0,nonexistent,no
26283,36,admin.,single,university.degree,no,no,no,cellular,nov,thu,228,1,0,nonexistent,no
26284,30,unemployed,married,basic.9y,no,yes,no,cellular,nov,thu,114,1,0,nonexistent,no
26285,31,admin.,single,university.degree,no,yes,no,cellular,nov,thu,463,1,0,nonexistent,no
26286,32,admin.,single,high.school,no,no,yes,telephone,nov,thu,329,1,0,nonexistent,no
26287,48,admin.,married,university.degree,no,no,no,cellular,nov,thu,364,1,0,nonexistent,no
26288,32,admin.,divorced,university.degree,no,yes,no,cellular,nov,thu,199,1,0,nonexistent,no
26289,30,technician,married,university.degree,no,yes,no,telephone,nov,thu,145,5,0,nonexistent,no
26290,56,admin.,divorced,university.degree,no,yes,no,cellular,nov,thu,110,1,0,nonexistent,no
26291,30,blue-collar,single,university.degree,no,no,yes,cellular,nov,thu,52,3,0,nonexistent,no
26292,30,admin.,divorced,high.school,no,yes,no,cellular,nov,thu,34,2,0,nonexistent,no
26293,52,admin.,married,university.degree,no,no,yes,cellular,nov,thu,232,4,0,nonexistent,no
26294,41,services,single,high.school,unknown,yes,no,cellular,nov,thu,530,1,0,nonexistent,no
26295,32,admin.,divorced,university.degree,no,yes,no,cellular,nov,thu,505,1,1,failure,no
26296,34,management,married,university.degree,no,yes,no,cellular,nov,thu,140,2,0,nonexistent,no
26297,46,management,married,university.degree,no,yes,yes,cellular,nov,thu,884,2,0,nonexistent,no
26298,45,entrepreneur,married,university.degree,unknown,no,no,cellular,nov,thu,301,1,0,nonexistent,no
26299,53,technician,divorced,high.school,no,yes,yes,cellular,nov,thu,319,1,0,nonexistent,no
26300,45,blue-collar,single,high.school,no,no,no,cellular,nov,thu,71,1,1,failure,no
26301,31,admin.,married,university.degree,no,no,no,cellular,nov,thu,157,1,0,nonexistent,no
26302,53,technician,divorced,high.school,no,no,no,cellular,nov,thu,405,1,1,failure,no
26303,29,technician,single,university.degree,no,yes,no,cellular,nov,thu,93,1,1,failure,no
26304,36,admin.,single,university.degree,no,yes,no,telephone,nov,thu,42,1,0,nonexistent,no
26305,44,blue-collar,single,basic.6y,unknown,yes,no,cellular,nov,thu,39,1,0,nonexistent,no
26306,36,admin.,married,high.school,no,yes,no,cellular,nov,thu,231,1,0,nonexistent,no
26307,36,admin.,single,university.degree,no,yes,no,telephone,nov,thu,107,1,0,nonexistent,no
26308,34,management,married,university.degree,no,yes,no,telephone,nov,thu,30,1,0,nonexistent,no
26309,48,management,single,university.degree,no,yes,no,cellular,nov,thu,90,2,0,nonexistent,no
26310,53,technician,divorced,high.school,no,no,no,cellular,nov,thu,531,1,0,nonexistent,yes
26311,30,admin.,single,basic.9y,no,no,no,cellular,nov,thu,106,2,1,failure,no
26312,38,entrepreneur,married,basic.9y,no,no,no,cellular,nov,thu,166,3,0,nonexistent,no
26313,29,services,married,high.school,no,yes,no,cellular,nov,thu,114,1,0,nonexistent,no
26314,30,technician,married,university.degree,no,no,no,cellular,nov,thu,85,1,0,nonexistent,no
26315,32,blue-collar,divorced,university.degree,no,yes,no,telephone,nov,thu,59,1,0,nonexistent,no
26316,30,technician,married,university.degree,no,no,yes,cellular,nov,thu,180,1,1,failure,no
26317,40,blue-collar,married,basic.4y,unknown,yes,no,cellular,nov,thu,628,1,0,nonexistent,yes
26318,43,management,married,university.degree,no,no,no,cellular,nov,thu,1192,1,0,nonexistent,yes
26319,31,admin.,single,university.degree,no,no,no,cellular,nov,thu,101,1,0,nonexistent,no
26320,32,technician,married,professional.course,no,yes,no,cellular,nov,thu,370,1,0,nonexistent,no
26321,35,entrepreneur,married,university.degree,unknown,yes,no,cellular,nov,thu,76,1,1,failure,no
26322,38,blue-collar,married,basic.4y,no,yes,no,cellular,nov,thu,103,2,1,failure,no
26323,50,entrepreneur,married,basic.4y,unknown,yes,no,cellular,nov,thu,217,1,0,nonexistent,no
26324,35,entrepreneur,married,high.school,no,yes,no,cellular,nov,thu,566,2,0,nonexistent,yes
26325,33,services,married,high.school,no,yes,yes,cellular,nov,thu,422,1,0,nonexistent,no
26326,29,admin.,single,high.school,no,yes,no,cellular,nov,thu,23,2,1,failure,no
26327,36,admin.,single,university.degree,no,yes,no,cellular,nov,thu,120,1,0,nonexistent,no
26328,31,services,single,high.school,no,yes,no,cellular,nov,thu,45,1,1,failure,no
26329,34,technician,married,university.degree,no,unknown,unknown,cellular,nov,thu,48,4,0,nonexistent,no
26330,40,admin.,married,university.degree,no,yes,no,cellular,nov,thu,20,6,0,nonexistent,no
26331,49,unemployed,divorced,high.school,no,unknown,unknown,cellular,nov,thu,147,1,0,nonexistent,no
26332,29,housemaid,married,high.school,no,no,no,cellular,nov,thu,99,2,0,nonexistent,no
26333,31,services,single,high.school,no,yes,no,cellular,nov,thu,173,1,0,nonexistent,no
26334,32,technician,single,university.degree,no,yes,no,telephone,nov,thu,47,1,1,failure,no
26335,32,entrepreneur,single,university.degree,no,no,yes,cellular,nov,thu,67,1,1,failure,no
26336,50,blue-collar,married,professional.course,unknown,no,no,cellular,nov,thu,283,1,0,nonexistent,yes
26337,32,entrepreneur,single,university.degree,no,no,yes,cellular,nov,thu,126,1,0,nonexistent,no
26338,36,unemployed,married,basic.6y,no,yes,no,cellular,nov,thu,46,2,1,failure,no
26339,38,blue-collar,married,basic.4y,no,yes,no,cellular,nov,thu,163,2,0,nonexistent,no
26340,44,unemployed,married,university.degree,no,yes,no,cellular,nov,thu,1058,1,0,nonexistent,no
26341,32,technician,single,university.degree,no,no,no,cellular,nov,thu,485,1,1,failure,no
26342,32,technician,single,university.degree,no,no,no,cellular,nov,thu,454,1,0,nonexistent,yes
26343,44,management,married,university.degree,no,yes,no,cellular,nov,thu,176,1,0,nonexistent,no
26344,29,admin.,single,university.degree,no,yes,no,cellular,nov,thu,103,1,0,nonexistent,no
26345,44,management,married,university.degree,no,no,no,cellular,nov,thu,277,1,0,nonexistent,no
26346,32,entrepreneur,single,university.degree,no,yes,yes,cellular,nov,thu,74,2,1,failure,no
26347,31,technician,single,university.degree,no,yes,no,cellular,nov,thu,137,5,0,nonexistent,no
26348,56,admin.,divorced,university.degree,no,yes,no,cellular,nov,thu,88,2,0,nonexistent,no
26349,38,entrepreneur,married,basic.9y,no,no,no,cellular,nov,thu,158,5,0,nonexistent,no
26350,58,retired,married,professional.course,no,no,no,cellular,nov,thu,234,1,0,nonexistent,no
26351,46,management,married,unknown,no,yes,no,cellular,nov,thu,121,1,0,nonexistent,no
26352,38,management,married,university.degree,no,yes,no,cellular,nov,thu,258,1,0,nonexistent,no
26353,29,admin.,married,high.school,no,no,no,cellular,nov,thu,523,2,0,nonexistent,no
26354,32,unemployed,married,high.school,no,yes,no,cellular,nov,thu,640,1,0,nonexistent,no
26355,32,admin.,married,high.school,no,yes,no,telephone,nov,thu,60,1,0,nonexistent,no
26356,31,admin.,single,university.degree,no,yes,no,cellular,nov,thu,1816,1,0,nonexistent,no
26357,32,management,married,university.degree,no,no,no,cellular,nov,thu,203,1,0,nonexistent,no
26358,30,services,married,high.school,unknown,yes,no,cellular,nov,thu,73,1,1,failure,no
26359,32,unemployed,married,high.school,no,yes,no,cellular,nov,thu,728,1,0,nonexistent,yes
26360,30,admin.,married,university.degree,unknown,yes,no,cellular,nov,thu,157,1,0,nonexistent,no
26361,30,services,married,high.school,unknown,yes,no,cellular,nov,thu,175,1,0,nonexistent,no
26362,58,blue-collar,divorced,basic.4y,no,yes,no,cellular,nov,thu,63,5,0,nonexistent,no
26363,45,management,married,professional.course,no,no,no,cellular,nov,thu,993,1,0,nonexistent,yes
26364,31,technician,single,professional.course,no,yes,no,cellular,nov,thu,155,1,0,nonexistent,no
26365,50,management,married,university.degree,no,no,no,cellular,nov,thu,146,1,1,failure,no
26366,29,services,single,high.school,no,no,no,cellular,nov,thu,91,1,0,nonexistent,no
26367,38,management,married,professional.course,no,no,no,cellular,nov,thu,112,1,0,nonexistent,no
26368,35,admin.,married,university.degree,no,yes,no,cellular,nov,thu,333,2,1,success,no
26369,38,management,married,professional.course,no,yes,no,cellular,nov,thu,124,1,0,nonexistent,no
26370,38,management,married,professional.course,no,yes,no,telephone,nov,thu,172,1,0,nonexistent,no
26371,30,admin.,single,university.degree,no,yes,no,cellular,nov,thu,34,1,1,failure,no
26372,37,unemployed,married,professional.course,no,yes,no,cellular,nov,thu,318,2,0,nonexistent,no
26373,36,technician,married,professional.course,no,yes,no,cellular,nov,thu,1040,1,0,nonexistent,no
26374,29,admin.,single,university.degree,no,no,no,cellular,nov,thu,103,1,0,nonexistent,no
26375,33,management,single,professional.course,no,yes,no,cellular,nov,thu,8,6,0,nonexistent,no
26376,32,admin.,married,professional.course,no,yes,no,cellular,nov,thu,88,2,0,nonexistent,no
26377,29,blue-collar,married,high.school,no,yes,no,cellular,nov,thu,25,1,0,nonexistent,no
26378,55,retired,married,high.school,no,no,yes,cellular,nov,thu,26,6,0,nonexistent,no
26379,40,management,single,university.degree,no,no,no,cellular,nov,thu,549,1,0,nonexistent,yes
26380,29,blue-collar,married,high.school,no,yes,no,cellular,nov,thu,168,1,0,nonexistent,no
26381,58,management,married,university.degree,no,yes,no,cellular,nov,thu,67,1,0,nonexistent,no
26382,48,unemployed,married,university.degree,no,yes,no,cellular,nov,thu,60,1,0,nonexistent,no
26383,30,admin.,married,high.school,no,yes,no,cellular,nov,thu,167,1,1,failure,no
26384,50,self-employed,divorced,university.degree,no,no,no,cellular,nov,thu,59,4,0,nonexistent,no
26385,32,unemployed,single,high.school,no,yes,no,cellular,nov,thu,73,4,0,nonexistent,no
26386,57,technician,married,professional.course,no,yes,no,cellular,nov,thu,302,4,0,nonexistent,no
26387,40,management,single,high.school,no,yes,no,cellular,nov,thu,541,1,0,nonexistent,no
26388,35,technician,married,university.degree,no,yes,no,cellular,nov,thu,92,1,0,nonexistent,no
26389,49,admin.,married,basic.9y,no,yes,no,cellular,nov,thu,85,1,0,nonexistent,no
26390,36,services,single,high.school,no,yes,no,cellular,nov,thu,128,1,0,nonexistent,no
26391,30,admin.,single,university.degree,no,no,no,cellular,nov,thu,278,1,0,nonexistent,no
26392,42,management,married,university.degree,no,no,no,cellular,nov,thu,316,1,0,nonexistent,no
26393,52,admin.,married,university.degree,no,no,no,cellular,nov,thu,278,2,0,nonexistent,no
26394,30,admin.,single,university.degree,no,yes,no,cellular,nov,thu,478,1,0,nonexistent,yes
26395,52,admin.,divorced,university.degree,no,yes,no,cellular,nov,thu,202,1,0,nonexistent,no
26396,30,admin.,single,university.degree,no,yes,no,cellular,nov,thu,171,1,1,failure,no
26397,33,self-employed,divorced,university.degree,no,no,no,telephone,nov,thu,352,3,0,nonexistent,no
26398,29,services,married,basic.9y,no,yes,no,cellular,nov,thu,755,1,0,nonexistent,yes
26399,38,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,thu,252,1,0,nonexistent,no
26400,31,admin.,single,university.degree,no,yes,no,cellular,nov,thu,114,1,0,nonexistent,no
26401,31,entrepreneur,single,university.degree,no,no,no,cellular,nov,thu,53,1,0,nonexistent,no
26402,47,technician,married,basic.6y,no,yes,no,cellular,nov,thu,223,1,0,nonexistent,no
26403,29,technician,single,university.degree,no,no,yes,cellular,nov,thu,57,1,0,nonexistent,no
26404,49,technician,married,university.degree,no,yes,no,cellular,nov,thu,91,1,0,nonexistent,no
26405,32,technician,single,university.degree,no,unknown,unknown,cellular,nov,thu,26,1,1,failure,no
26406,42,management,married,high.school,no,no,no,cellular,nov,thu,59,2,0,nonexistent,no
26407,32,admin.,married,high.school,no,yes,no,cellular,nov,thu,90,2,0,nonexistent,no
26408,31,entrepreneur,single,university.degree,no,yes,no,cellular,nov,thu,228,1,0,nonexistent,no
26409,31,blue-collar,single,basic.4y,no,no,no,cellular,nov,thu,148,6,1,failure,no
26410,57,entrepreneur,married,high.school,no,no,no,cellular,nov,thu,199,2,0,nonexistent,no
26411,30,technician,married,university.degree,no,no,no,cellular,nov,thu,1031,6,0,nonexistent,no
26412,44,admin.,married,university.degree,no,yes,no,cellular,nov,thu,147,1,0,nonexistent,no
26413,38,technician,married,university.degree,no,yes,no,cellular,nov,thu,82,1,0,nonexistent,no
26414,46,admin.,divorced,university.degree,no,no,no,cellular,nov,thu,60,1,0,nonexistent,no
26415,38,technician,married,university.degree,no,no,no,cellular,nov,thu,204,1,0,nonexistent,no
26416,31,blue-collar,married,professional.course,unknown,no,no,cellular,nov,thu,230,1,0,nonexistent,no
26417,29,self-employed,divorced,university.degree,no,unknown,unknown,cellular,nov,thu,173,2,0,nonexistent,no
26418,38,admin.,married,high.school,no,unknown,unknown,cellular,nov,thu,309,1,0,nonexistent,no
26419,36,management,married,high.school,unknown,yes,no,cellular,nov,thu,74,1,0,nonexistent,no
26420,34,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,500,1,0,nonexistent,no
26421,33,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,thu,70,1,0,nonexistent,no
26422,32,admin.,married,university.degree,no,no,no,cellular,nov,thu,18,6,0,nonexistent,no
26423,37,technician,married,university.degree,no,no,no,cellular,nov,thu,174,1,0,nonexistent,no
26424,31,entrepreneur,single,high.school,no,no,no,cellular,nov,thu,189,1,0,nonexistent,no
26425,50,admin.,single,university.degree,no,yes,no,cellular,nov,thu,222,1,0,nonexistent,no
26426,50,management,divorced,high.school,unknown,no,no,cellular,nov,thu,520,2,0,nonexistent,no
26427,31,entrepreneur,single,high.school,no,no,no,cellular,nov,thu,290,1,0,nonexistent,no
26428,33,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,thu,220,1,1,failure,no
26429,44,admin.,single,university.degree,no,yes,no,cellular,nov,thu,22,4,0,nonexistent,no
26430,45,technician,married,professional.course,no,no,no,telephone,nov,thu,35,2,0,nonexistent,no
26431,31,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,thu,157,2,0,nonexistent,no
26432,31,admin.,single,university.degree,no,no,no,cellular,nov,thu,365,1,0,nonexistent,no
26433,32,technician,married,professional.course,no,yes,no,telephone,nov,thu,106,1,0,nonexistent,no
26434,31,admin.,single,university.degree,no,no,no,cellular,nov,thu,244,2,0,nonexistent,no
26435,53,technician,divorced,high.school,no,no,no,cellular,nov,thu,290,2,0,nonexistent,no
26436,31,management,single,high.school,no,yes,no,cellular,nov,thu,48,1,0,nonexistent,no
26437,36,management,married,university.degree,no,yes,no,cellular,nov,thu,302,3,0,nonexistent,no
26438,32,admin.,single,university.degree,no,no,no,cellular,nov,thu,151,2,0,nonexistent,no
26439,31,technician,single,university.degree,no,yes,no,cellular,nov,thu,88,5,0,nonexistent,no
26440,38,admin.,single,university.degree,no,yes,no,cellular,nov,thu,95,2,0,nonexistent,no
26441,56,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,994,1,1,failure,yes
26442,43,technician,married,university.degree,no,no,yes,cellular,nov,thu,113,5,0,nonexistent,no
26443,36,management,married,high.school,unknown,yes,no,cellular,nov,thu,371,1,0,nonexistent,no
26444,36,technician,married,professional.course,no,no,no,cellular,nov,thu,70,1,1,failure,no
26445,46,management,married,unknown,no,yes,no,cellular,nov,thu,1503,2,0,nonexistent,yes
26446,58,technician,divorced,basic.9y,no,no,no,cellular,nov,thu,178,1,0,nonexistent,no
26447,34,technician,married,professional.course,no,no,no,cellular,nov,thu,96,2,0,nonexistent,no
26448,46,admin.,married,high.school,no,yes,no,cellular,nov,thu,308,1,1,failure,no
26449,34,management,married,university.degree,no,no,no,telephone,nov,thu,29,1,0,nonexistent,no
26450,45,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,73,1,0,nonexistent,no
26451,46,entrepreneur,divorced,high.school,no,yes,no,cellular,nov,thu,88,1,0,nonexistent,no
26452,38,self-employed,married,professional.course,no,yes,no,cellular,nov,thu,86,1,0,nonexistent,no
26453,38,management,married,professional.course,no,yes,yes,cellular,nov,thu,94,2,0,nonexistent,no
26454,30,admin.,single,basic.9y,no,no,no,telephone,nov,thu,26,1,0,nonexistent,no
26455,30,technician,single,professional.course,no,yes,no,cellular,nov,thu,78,1,0,nonexistent,no
26456,38,management,single,university.degree,no,yes,yes,cellular,nov,thu,186,1,0,nonexistent,no
26457,58,technician,married,professional.course,no,no,no,cellular,nov,thu,321,2,0,nonexistent,no
26458,30,admin.,single,basic.9y,no,yes,no,cellular,nov,thu,220,1,0,nonexistent,no
26459,33,admin.,single,university.degree,no,yes,no,cellular,nov,thu,77,1,0,nonexistent,no
26460,53,technician,married,professional.course,no,no,no,cellular,nov,thu,81,2,1,failure,no
26461,39,unemployed,divorced,high.school,no,no,no,cellular,nov,thu,19,1,0,nonexistent,no
26462,38,management,married,university.degree,no,yes,no,cellular,nov,thu,83,1,0,nonexistent,no
26463,32,admin.,single,university.degree,no,no,no,cellular,nov,thu,40,1,0,nonexistent,no
26464,34,services,married,high.school,no,yes,no,cellular,nov,thu,640,1,0,nonexistent,no
26465,42,admin.,married,university.degree,no,yes,no,cellular,nov,thu,871,5,0,nonexistent,yes
26466,35,student,married,basic.9y,no,yes,no,cellular,nov,thu,371,1,0,nonexistent,no
26467,30,self-employed,single,university.degree,no,yes,no,cellular,nov,thu,151,1,0,nonexistent,no
26468,30,self-employed,single,university.degree,no,yes,no,cellular,nov,thu,88,1,1,failure,no
26469,32,entrepreneur,married,university.degree,no,no,no,cellular,nov,thu,73,4,0,nonexistent,no
26470,47,technician,married,professional.course,no,yes,no,cellular,nov,thu,329,4,0,nonexistent,yes
26471,48,admin.,married,university.degree,no,yes,no,cellular,nov,thu,111,2,1,failure,no
26472,33,admin.,single,university.degree,no,no,no,cellular,nov,thu,757,2,0,nonexistent,no
26473,31,services,married,high.school,no,no,no,cellular,nov,thu,62,2,0,nonexistent,no
26474,31,technician,married,high.school,no,no,no,cellular,nov,thu,149,1,1,failure,no
26475,36,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,164,4,0,nonexistent,no
26476,56,housemaid,divorced,high.school,no,yes,no,cellular,nov,thu,67,6,1,failure,no
26477,31,technician,married,high.school,no,yes,yes,cellular,nov,thu,232,1,0,nonexistent,no
26478,30,self-employed,single,university.degree,no,no,no,cellular,nov,thu,385,1,0,nonexistent,no
26479,48,admin.,married,university.degree,no,no,no,cellular,nov,thu,301,1,1,failure,no
26480,34,entrepreneur,married,university.degree,no,yes,no,cellular,nov,thu,69,1,1,failure,no
26481,34,technician,married,university.degree,no,no,no,cellular,nov,thu,183,2,1,failure,no
26482,59,retired,married,professional.course,no,no,no,cellular,nov,thu,80,1,0,nonexistent,no
26483,59,retired,married,professional.course,no,no,no,cellular,nov,thu,117,1,0,nonexistent,no
26484,38,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,89,1,0,nonexistent,no
26485,33,admin.,married,university.degree,no,yes,yes,cellular,nov,thu,49,3,0,nonexistent,no
26486,38,self-employed,married,professional.course,no,no,no,cellular,nov,thu,24,1,1,failure,no
26487,56,technician,married,university.degree,no,no,no,cellular,nov,thu,162,3,0,nonexistent,no
26488,34,management,married,university.degree,no,no,no,cellular,nov,thu,1256,1,0,nonexistent,no
26489,34,management,married,university.degree,no,no,no,cellular,nov,thu,244,1,0,nonexistent,no
26490,38,management,married,university.degree,no,yes,no,cellular,nov,thu,82,1,0,nonexistent,no
26491,44,self-employed,married,university.degree,no,no,no,telephone,nov,thu,39,1,0,nonexistent,no
26492,46,entrepreneur,married,unknown,unknown,yes,no,cellular,nov,thu,23,1,0,nonexistent,no
26493,33,management,married,university.degree,no,no,no,cellular,nov,thu,133,1,0,nonexistent,no
26494,55,entrepreneur,married,professional.course,no,yes,no,cellular,nov,thu,45,2,1,failure,no
26495,51,entrepreneur,single,university.degree,no,no,no,cellular,nov,thu,139,1,0,nonexistent,no
26496,34,management,married,university.degree,no,no,yes,cellular,nov,thu,116,1,0,nonexistent,no
